# IVD_Sequences
#
# History:
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-07-02 File restored due to corruption on the server.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2014 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
3402 E0100; Adobe-Japan1; CID+13698
76F4 E0101; Adobe-Japan1; CID+13934
76F4 E0102; Hanyo-Denshi; JA3630
76F4 E0102; Moji_Joho; MJ018123
76F4 E0103; Hanyo-Denshi; JTB643
76F4 E0103; Moji_Joho; MJ018124
76F4 E0104; Hanyo-Denshi; KS000900S
76F4 E0104; Moji_Joho; MJ056839
76F4 E0105; Hanyo-Denshi; KS000910
76F4 E0105; Moji_Joho; MJ056840
76F4 E0106; Hanyo-Denshi; KS003740
76F4 E0107; Hanyo-Denshi; TK01062370
76F6 E0100; Adobe-Japan1; CID+22047
76F8 E0100; Adobe-Japan1; CID+2796
76F9 E0100; Adobe-Japan1; CID+19575
76FB E0100; Adobe-Japan1; CID+5810
76FB E0101; Hanyo-Denshi; JA6629
76FB E0101; Moji_Joho; MJ018132
76FB E0102; Hanyo-Denshi; FT2352
76FB E0102; Moji_Joho; MJ018133
76FC E0100; Adobe-Japan1; CID+14873
76FE E0100; Adobe-Japan1; CID+2412
7700 E0100; Adobe-Japan1; CID+19576
7701 E0100; Adobe-Japan1; CID+2482
7704 E0100; Adobe-Japan1; CID+5813
7704 E0101; Hanyo-Denshi; JA6632
7704 E0101; Moji_Joho; MJ018142
7704 E0102; Hanyo-Denshi; JTB645
7704 E0102; Moji_Joho; MJ018143
7706 E0100; Adobe-Japan1; CID+22048
7707 E0100; Adobe-Japan1; CID+5812
7708 E0100; Adobe-Japan1; CID+5811
7709 E0100; Adobe-Japan1; CID+3473
770A E0100; Adobe-Japan1; CID+16997
770B E0100; Adobe-Japan1; CID+1539
770C E0100; Adobe-Japan1; CID+1885
770E E0100; Adobe-Japan1; CID+19577
7712 E0100; Adobe-Japan1; CID+22049
7714 E0100; Adobe-Japan1; CID+22050
7714 E0101; Hanyo-Denshi; JB4663
7714 E0101; Moji_Joho; MJ018159
7714 E0102; Hanyo-Denshi; KS260290
7714 E0102; Moji_Joho; MJ018160
7715 E0100; Adobe-Japan1; CID+22051
7717 E0100; Adobe-Japan1; CID+18186
7719 E0100; Adobe-Japan1; CID+16998
771A E0100; Adobe-Japan1; CID+18187
771B E0100; Adobe-Japan1; CID+5819
771C E0100; Adobe-Japan1; CID+22052
771E E0100; Adobe-Japan1; CID+13357
771E E0101; Adobe-Japan1; CID+5816
771E E0102; Hanyo-Denshi; JA6635
771E E0102; Moji_Joho; MJ018170
771E E0103; Hanyo-Denshi; JTB651
771E E0103; Moji_Joho; MJ018171
771E E0104; Hanyo-Denshi; JTB64B
771E E0105; Hanyo-Denshi; KS017440
771E E0105; Moji_Joho; MJ056990
771E E0106; Hanyo-Denshi; JTB652
771E E0106; Moji_Joho; MJ018172
771F E0100; Adobe-Japan1; CID+2565
771F E0101; Adobe-Japan1; CID+13854
771F E0102; Hanyo-Denshi; JA3131
771F E0102; Moji_Joho; MJ018173
771F E0103; Hanyo-Denshi; KS017450
771F E0103; Moji_Joho; MJ056991
771F E0104; Hanyo-Denshi; IB2489
771F E0105; Hanyo-Denshi; JTB649
771F E0105; Moji_Joho; MJ018174
771F E0106; Hanyo-Denshi; TK01062480
771F E0107; Moji_Joho; MJ018175
7720 E0100; Adobe-Japan1; CID+3774
7722 E0100; Adobe-Japan1; CID+19578
7724 E0100; Adobe-Japan1; CID+5815
7725 E0100; Adobe-Japan1; CID+5817
7726 E0100; Adobe-Japan1; CID+5818
7728 E0100; Adobe-Japan1; CID+19579
7729 E0100; Adobe-Japan1; CID+5814
772B E0100; Hanyo-Denshi; IP772B
772B E0100; Moji_Joho; MJ018189
772B E0101; Hanyo-Denshi; KS260360
772B E0101; Moji_Joho; MJ018190
772D E0100; Adobe-Japan1; CID+18188
772E E0100; Adobe-Japan1; CID+22053
772F E0100; Adobe-Japan1; CID+19580
7734 E0100; Adobe-Japan1; CID+14874
7735 E0100; Adobe-Japan1; CID+18189
7736 E0100; Adobe-Japan1; CID+14875
7737 E0100; Adobe-Japan1; CID+5820
7737 E0101; Adobe-Japan1; CID+20181
7737 E0102; Hanyo-Denshi; JA6639
7737 E0102; Moji_Joho; MJ018201
7737 E0103; Hanyo-Denshi; FT2353
7737 E0103; Moji_Joho; MJ018202
7738 E0100; Adobe-Japan1; CID+5821
7739 E0100; Adobe-Japan1; CID+19581
7739 E0101; Hanyo-Denshi; JB4677
7739 E0102; Hanyo-Denshi; TK01062700
773A E0100; Adobe-Japan1; CID+3019
773A E0101; Adobe-Japan1; CID+13478
773C E0100; Adobe-Japan1; CID+1567
773D E0100; Adobe-Japan1; CID+22054
773E E0100; Adobe-Japan1; CID+19582
773E E0101; Hanyo-Denshi; JB4679
773E E0101; Moji_Joho; MJ018210
773E E0102; Hanyo-Denshi; KS261040
773E E0102; Moji_Joho; MJ058166
773E E0103; Hanyo-Denshi; KS261050
773E E0103; Moji_Joho; MJ058167
7740 E0100; Adobe-Japan1; CID+2979
7740 E0101; Hanyo-Denshi; JA3569
7740 E0101; Moji_Joho; MJ018213
7740 E0102; Hanyo-Denshi; KS260980
7740 E0102; Moji_Joho; MJ018212
7742 E0100; Adobe-Japan1; CID+22055
7745 E0100; Adobe-Japan1; CID+19583
7746 E0100; Adobe-Japan1; CID+8572
7747 E0100; Adobe-Japan1; CID+5822
774A E0100; Adobe-Japan1; CID+19584
774A E0101; Hanyo-Denshi; JB4683
774A E0101; Moji_Joho; MJ018224
774A E0102; Hanyo-Denshi; KS260750
774A E0102; Moji_Joho; MJ018223
774D E0100; Adobe-Japan1; CID+16999
774E E0100; Adobe-Japan1; CID+17000
774F E0100; Adobe-Japan1; CID+19585
7752 E0100; Adobe-Japan1; CID+22056
7756 E0100; Adobe-Japan1; CID+22057
7757 E0100; Adobe-Japan1; CID+22058
7758 E0100; Adobe-Japan1; CID+18194
775A E0100; Adobe-Japan1; CID+5823
775B E0100; Adobe-Japan1; CID+5826
775B E0101; Hanyo-Denshi; JA6645
775B E0101; Moji_Joho; MJ018240
775B E0102; Hanyo-Denshi; FT2354
775B E0102; Moji_Joho; MJ018241
775C E0100; Adobe-Japan1; CID+14876
775E E0100; Adobe-Japan1; CID+19586
775F E0100; Adobe-Japan1; CID+14877
7760 E0100; Adobe-Japan1; CID+14878
7761 E0100; Adobe-Japan1; CID+2605
7762 E0100; Adobe-Japan1; CID+7877
7763 E0100; Adobe-Japan1; CID+3228
7764 E0100; Adobe-Japan1; CID+19587
7765 E0100; Adobe-Japan1; CID+5827
7766 E0100; Adobe-Japan1; CID+3713
7767 E0100; Adobe-Japan1; CID+19588
7768 E0100; Adobe-Japan1; CID+5824
776A E0100; Adobe-Japan1; CID+14165
776B E0100; Adobe-Japan1; CID+5825
776C E0100; Adobe-Japan1; CID+19589
776D E0100; Hanyo-Denshi; IP776D
776D E0100; Moji_Joho; MJ018259
776D E0101; Hanyo-Denshi; JT776D
776D E0101; Moji_Joho; MJ018260
7770 E0100; Adobe-Japan1; CID+22059
7770 E0101; Hanyo-Denshi; JB4705
7770 E0101; Moji_Joho; MJ018263
7770 E0102; Hanyo-Denshi; KS262670
7770 E0102; Moji_Joho; MJ018264
7772 E0100; Adobe-Japan1; CID+14879
7773 E0100; Adobe-Japan1; CID+22060
7774 E0100; Adobe-Japan1; CID+22061
7779 E0100; Adobe-Japan1; CID+5830
7779 E0101; Hanyo-Denshi; JA6649
7779 E0101; Moji_Joho; MJ018273
7779 E0102; Hanyo-Denshi; FT2355
7779 E0102; Moji_Joho; MJ018274
777A E0100; Adobe-Japan1; CID+17001
777C E0100; Adobe-Japan1; CID+18196
777D E0100; Adobe-Japan1; CID+14880
777E E0100; Adobe-Japan1; CID+5829
777E E0101; Adobe-Japan1; CID+20182
777F E0100; Adobe-Japan1; CID+5828
777F E0101; Hanyo-Denshi; JA6647
777F E0102; Hanyo-Denshi; TK01040100
7780 E0100; Adobe-Japan1; CID+17002
7784 E0100; Adobe-Japan1; CID+19590
7784 E0101; Hanyo-Denshi; JB4712
7784 E0101; Moji_Joho; MJ018285
7784 E0102; Hanyo-Denshi; KS263260
7784 E0102; Moji_Joho; MJ018286
7787 E0100; Hanyo-Denshi; IP7787
7787 E0101; Hanyo-Denshi; TK01063140
778B E0100; Adobe-Japan1; CID+5832
778B E0101; Hanyo-Denshi; JA6651
778B E0101; Moji_Joho; MJ018293
778B E0102; Hanyo-Denshi; FT2357
778B E0102; Moji_Joho; MJ018294
778C E0100; Adobe-Japan1; CID+19591
778D E0100; Adobe-Japan1; CID+19592
778D E0101; Adobe-Japan1; CID+22062
778E E0100; Adobe-Japan1; CID+5831
778E E0101; Hanyo-Denshi; JA6650
778E E0101; Moji_Joho; MJ018297
778E E0102; Hanyo-Denshi; KS263980
778E E0102; Moji_Joho; MJ018298
778E E0103; Hanyo-Denshi; FT2356
778E E0103; Moji_Joho; MJ018299
7791 E0100; Adobe-Japan1; CID+5833
7794 E0100; Adobe-Japan1; CID+17003
7795 E0100; Adobe-Japan1; CID+14881
7795 E0101; Hanyo-Denshi; JB4716
7795 E0101; Moji_Joho; MJ018304
7795 E0102; Hanyo-Denshi; KS264610
7795 E0102; Moji_Joho; MJ018305
7796 E0100; Adobe-Japan1; CID+19593
779A E0100; Adobe-Japan1; CID+18199
779E E0100; Adobe-Japan1; CID+5835
779F E0100; Adobe-Japan1; CID+18200
77A0 E0100; Adobe-Japan1; CID+5834
77A2 E0100; Adobe-Japan1; CID+18201
77A2 E0101; Adobe-Japan1; CID+22063
77A2 E0102; Hanyo-Denshi; JB4720
77A2 E0102; Moji_Joho; MJ018319
77A2 E0103; Hanyo-Denshi; JD8216
77A2 E0103; Moji_Joho; MJ018318
77A4 E0100; Adobe-Japan1; CID+18202
77A5 E0100; Adobe-Japan1; CID+3613
77A5 E0101; Adobe-Japan1; CID+7790
77A5 E0102; Hanyo-Denshi; JA4245
77A5 E0102; Moji_Joho; MJ018322
77A5 E0103; Hanyo-Denshi; FT1917
77A5 E0103; Moji_Joho; MJ018321
77A7 E0100; Adobe-Japan1; CID+19594
77A9 E0100; Adobe-Japan1; CID+14166
77AA E0100; Adobe-Japan1; CID+14882
77AC E0100; Adobe-Japan1; CID+2400
77AC E0101; Adobe-Japan1; CID+13458
77AC E0102; Hanyo-Denshi; JA2954
77AC E0102; Moji_Joho; MJ018331
77AC E0103; Hanyo-Denshi; KS264890
77AC E0103; Moji_Joho; MJ018330
77AC E0104; Moji_Joho; MJ018332
77AD E0100; Adobe-Japan1; CID+3982
77AE E0100; Adobe-Japan1; CID+22064
77AF E0100; Adobe-Japan1; CID+19595
77B0 E0100; Adobe-Japan1; CID+5836
77B1 E0100; Adobe-Japan1; CID+22065
77B1 E0101; Hanyo-Denshi; JB4725
77B1 E0101; Moji_Joho; MJ018337
77B1 E0102; Hanyo-Denshi; KS265210
77B1 E0102; Moji_Joho; MJ018338
77B3 E0100; Adobe-Japan1; CID+3215
77B3 E0101; Hanyo-Denshi; JA3823
77B3 E0101; Moji_Joho; MJ018340
77B3 E0102; Hanyo-Denshi; KS265200
77B3 E0102; Moji_Joho; MJ018341
77B5 E0100; Adobe-Japan1; CID+22066
77B5 E0101; Hanyo-Denshi; JB4726
77B5 E0101; Moji_Joho; MJ018344
77B5 E0102; Hanyo-Denshi; KS265040
77B5 E0102; Moji_Joho; MJ018343
77B6 E0100; Adobe-Japan1; CID+5837
77B7 E0100; Adobe-Japan1; CID+19596
77B9 E0100; Adobe-Japan1; CID+5838
77BB E0100; Adobe-Japan1; CID+5842
77BC E0100; Adobe-Japan1; CID+5840
77BD E0100; Adobe-Japan1; CID+5841
77BE E0100; Adobe-Japan1; CID+19597
77BF E0100; Adobe-Japan1; CID+5839
77C3 E0100; Adobe-Japan1; CID+22067
77C5 E0100; Hanyo-Denshi; IP77C5
77C5 E0101; Hanyo-Denshi; TK01063240
77C6 E0100; Hanyo-Denshi; IP77C6
77C6 E0101; Hanyo-Denshi; KS265750
77C7 E0100; Adobe-Japan1; CID+5843
77C7 E0101; Hanyo-Denshi; JA6662
77C7 E0101; Moji_Joho; MJ018362
77C7 E0102; Hanyo-Denshi; KS265760
77C7 E0102; Moji_Joho; MJ018363
77C7 E0103; Hanyo-Denshi; FT2358
77C7 E0103; Moji_Joho; MJ018364
77C9 E0100; Adobe-Japan1; CID+19598
77CC E0100; Hanyo-Denshi; IP77CC
77CC E0100; Moji_Joho; MJ018367
77CC E0101; Hanyo-Denshi; JTB667
77CC E0101; Moji_Joho; MJ018368
77CC E0102; Hanyo-Denshi; TK01063250
77CD E0100; Adobe-Japan1; CID+5844
77D1 E0100; Adobe-Japan1; CID+19599
77D2 E0100; Adobe-Japan1; CID+22068
77D2 E0101; Hanyo-Denshi; JB4731
77D2 E0101; Moji_Joho; MJ018376
77D2 E0102; Hanyo-Denshi; JTB668
77D2 E0102; Moji_Joho; MJ018375
77D4 E0100; Hanyo-Denshi; IP77D4
77D4 E0101; Hanyo-Denshi; KS266380
77D5 E0100; Adobe-Japan1; CID+22069
77D7 E0100; Adobe-Japan1; CID+5845
77D7 E0101; Moji_Joho; MJ018382
77D7 E0102; Moji_Joho; MJ018383
77D9 E0100; Adobe-Japan1; CID+19600
77DA E0100; Adobe-Japan1; CID+5846
77DB E0100; Adobe-Japan1; CID+3779
77DC E0100; Adobe-Japan1; CID+5847
77DE E0100; Adobe-Japan1; CID+18203
77DF E0100; Adobe-Japan1; CID+18204
77E0 E0100; Adobe-Japan1; CID+17004
77E2 E0100; Adobe-Japan1; CID+3836
77E3 E0100; Adobe-Japan1; CID+5848
77E4 E0100; Adobe-Japan1; CID+18205
77E5 E0100; Adobe-Japan1; CID+2956
77E6 E0100; Adobe-Japan1; CID+14883
77E7 E0100; Adobe-Japan1; CID+3360
77E9 E0100; Adobe-Japan1; CID+1763
77E9 E0101; Adobe-Japan1; CID+13732
77E9 E0102; Hanyo-Denshi; JA2275
77E9 E0102; Moji_Joho; MJ018401
77E9 E0103; Hanyo-Denshi; JTB66B
77E9 E0103; Moji_Joho; MJ018402
77EA E0100; Adobe-Japan1; CID+18206
77EC E0100; Adobe-Japan1; CID+18207
77ED E0100; Adobe-Japan1; CID+2937
77EE E0100; Adobe-Japan1; CID+5849
77EF E0100; Adobe-Japan1; CID+1714
77F0 E0100; Adobe-Japan1; CID+14884
77F1 E0100; Adobe-Japan1; CID+19601
77F1 E0101; Hanyo-Denshi; JB4742
77F1 E0101; Moji_Joho; MJ018409
77F1 E0102; Hanyo-Denshi; KS268340
77F1 E0102; Moji_Joho; MJ018410
77F3 E0100; Adobe-Japan1; CID+2676
77F3 E0101; Hanyo-Denshi; JA3248
77F3 E0102; Hanyo-Denshi; TK01063470
77F4 E0100; Adobe-Japan1; CID+14885
77F8 E0100; Adobe-Japan1; CID+22070
77FB E0100; Adobe-Japan1; CID+18208
77FC E0100; Adobe-Japan1; CID+5850
7802 E0100; Adobe-Japan1; CID+2093
7802 E0101; Hanyo-Denshi; JA2629
7802 E0102; Hanyo-Denshi; TK01063570
7805 E0100; Adobe-Japan1; CID+18210
7806 E0100; Adobe-Japan1; CID+14886
7809 E0100; Adobe-Japan1; CID+18211
7809 E0101; Hanyo-Denshi; JB4748
7809 E0101; Moji_Joho; MJ018431
7809 E0102; Hanyo-Denshi; KS268990
7809 E0102; Moji_Joho; MJ018432
780C E0100; Adobe-Japan1; CID+5851
780D E0100; Adobe-Japan1; CID+18212
780E E0100; Adobe-Japan1; CID+22071
7810 E0100; Hanyo-Denshi; IP7810
7810 E0101; Hanyo-Denshi; TK01063610
7811 E0100; Adobe-Japan1; CID+22072
7811 E0101; Hanyo-Denshi; JB4751
7811 E0101; Moji_Joho; MJ018442
7811 E0102; Hanyo-Denshi; JB4751S
7811 E0102; Moji_Joho; MJ018441
7812 E0100; Adobe-Japan1; CID+5852
7814 E0100; Adobe-Japan1; CID+1882
7815 E0100; Adobe-Japan1; CID+2117
7819 E0100; Adobe-Japan1; CID+18213
781D E0100; Adobe-Japan1; CID+22073
7820 E0100; Adobe-Japan1; CID+5854
7821 E0100; Adobe-Japan1; CID+8574
7822 E0100; Adobe-Japan1; CID+14887
7823 E0100; Adobe-Japan1; CID+22074
7825 E0100; Adobe-Japan1; CID+3152
7826 E0100; Adobe-Japan1; CID+2118
7827 E0100; Adobe-Japan1; CID+1640
782C E0100; Adobe-Japan1; CID+18214
782D E0100; Adobe-Japan1; CID+14888
782E E0100; Adobe-Japan1; CID+14889
7830 E0100; Adobe-Japan1; CID+14890
7831 E0100; Hanyo-Denshi; IP7831
7831 E0101; Hanyo-Denshi; TK01063700
7832 E0100; Adobe-Japan1; CID+3666
7832 E0101; Adobe-Japan1; CID+14023
7832 E0102; Hanyo-Denshi; JA4304
7832 E0102; Moji_Joho; MJ018471
7832 E0103; Hanyo-Denshi; JTB672
7832 E0103; Moji_Joho; MJ018470
7834 E0100; Adobe-Japan1; CID+3329
7835 E0100; Adobe-Japan1; CID+14891
7837 E0100; Adobe-Japan1; CID+19602
783A E0100; Adobe-Japan1; CID+3153
783A E0101; Adobe-Japan1; CID+13951
783F E0100; Adobe-Japan1; CID+2030
7842 E0100; Hanyo-Denshi; IP7842
7842 E0101; Hanyo-Denshi; TK01063790
7843 E0100; Adobe-Japan1; CID+17006
7844 E0100; Adobe-Japan1; CID+22075
7845 E0100; Adobe-Japan1; CID+5856
7847 E0100; Adobe-Japan1; CID+18215
7848 E0100; Adobe-Japan1; CID+22076
784C E0100; Adobe-Japan1; CID+22077
784E E0100; Adobe-Japan1; CID+8575
784E E0101; Hanyo-Denshi; JB4766
784E E0101; Moji_Joho; MJ018493
784E E0102; Hanyo-Denshi; JTB67C
784E E0102; Moji_Joho; MJ018494
784F E0100; Adobe-Japan1; CID+13342
784F E0101; Hanyo-Denshi; JC8903
784F E0101; Moji_Joho; MJ018495
784F E0102; Hanyo-Denshi; JTB674
784F E0102; Moji_Joho; MJ018496
7851 E0100; Adobe-Japan1; CID+15420
7852 E0100; Adobe-Japan1; CID+22078
785C E0100; Adobe-Japan1; CID+19603
785D E0100; Adobe-Japan1; CID+2483
785D E0101; Adobe-Japan1; CID+13837
785D E0102; Hanyo-Denshi; JA3043
785D E0102; Moji_Joho; MJ018503
785D E0103; Hanyo-Denshi; JTB676
785D E0103; Moji_Joho; MJ018502
785E E0100; Adobe-Japan1; CID+22079
785E E0101; Hanyo-Denshi; JB4769
785E E0102; Hanyo-Denshi; TK01063860
7860 E0100; Adobe-Japan1; CID+22080
7861 E0100; Adobe-Japan1; CID+22081
7863 E0100; Adobe-Japan1; CID+22082
7864 E0100; Adobe-Japan1; CID+8576
7868 E0100; Adobe-Japan1; CID+14892
786A E0100; Adobe-Japan1; CID+18216
786B E0100; Adobe-Japan1; CID+3962
786B E0101; Hanyo-Denshi; JA4618
786B E0101; Moji_Joho; MJ018519
786B E0102; Hanyo-Denshi; KS270260
786B E0102; Moji_Joho; MJ018518
786C E0100; Adobe-Japan1; CID+2007
786C E0101; Adobe-Japan1; CID+13443
786C E0102; Moji_Joho; MJ018520
786C E0103; Moji_Joho; MJ018521
786E E0100; Adobe-Japan1; CID+17007
786E E0101; Hanyo-Denshi; JB4776
786E E0101; Moji_Joho; MJ018523
786E E0102; Hanyo-Denshi; JTB678
786E E0102; Moji_Joho; MJ018524
786F E0100; Adobe-Japan1; CID+1883
7872 E0100; Adobe-Japan1; CID+3383
7874 E0100; Adobe-Japan1; CID+5858
7874 E0101; Hanyo-Denshi; JA6677
7874 E0101; Moji_Joho; MJ018529
7874 E0102; Hanyo-Denshi; KS271490
7874 E0102; Moji_Joho; MJ018530
787A E0100; Adobe-Japan1; CID+8577
787A E0101; Hanyo-Denshi; JB4777
787A E0101; Moji_Joho; MJ018533
787A E0102; Hanyo-Denshi; IB2520
787A E0102; Moji_Joho; MJ018534
787B E0100; Moji_Joho; MJ018535
787B E0101; Moji_Joho; MJ018536
787C E0100; Adobe-Japan1; CID+5860
787C E0101; Adobe-Japan1; CID+7845
787C E0102; Hanyo-Denshi; JA6679
787C E0102; Moji_Joho; MJ018538
787C E0103; Hanyo-Denshi; FT1970
787C E0103; Moji_Joho; MJ018537
787E E0100; Adobe-Japan1; CID+19604
7881 E0100; Adobe-Japan1; CID+1951
7883 E0100; Hanyo-Denshi; IP7883
7883 E0101; Hanyo-Denshi; TK01063930
7886 E0100; Adobe-Japan1; CID+5859
7887 E0100; Adobe-Japan1; CID+3090
788A E0100; Adobe-Japan1; CID+18218
788C E0100; Adobe-Japan1; CID+5862
788C E0101; Hanyo-Denshi; JA6681
788C E0101; Moji_Joho; MJ018555
788C E0102; Hanyo-Denshi; FT2360S
788C E0102; Moji_Joho; MJ018556
788D E0100; Adobe-Japan1; CID+1429
788E E0100; Adobe-Japan1; CID+5857
788F E0100; Adobe-Japan1; CID+22083
7891 E0100; Adobe-Japan1; CID+13379
7891 E0101; Adobe-Japan1; CID+3454
7891 E0102; Hanyo-Denshi; JA4074
7891 E0103; Hanyo-Denshi; JC8907
7893 E0100; Adobe-Japan1; CID+1234
7894 E0100; Adobe-Japan1; CID+18219
7895 E0100; Adobe-Japan1; CID+2140
7897 E0100; Adobe-Japan1; CID+4088
7898 E0100; Adobe-Japan1; CID+19605
789A E0100; Adobe-Japan1; CID+5861
789D E0100; Adobe-Japan1; CID+18221
789E E0100; Adobe-Japan1; CID+14893
789F E0100; Adobe-Japan1; CID+18222
78A1 E0100; Adobe-Japan1; CID+19606
78A3 E0100; Adobe-Japan1; CID+5863
78A3 E0101; Hanyo-Denshi; JA6682
78A3 E0101; Moji_Joho; MJ018577
78A3 E0102; Hanyo-Denshi; FT2361
78A3 E0102; Moji_Joho; MJ018578
78A4 E0100; Adobe-Japan1; CID+18220
78A4 E0101; Hanyo-Denshi; JB4787
78A4 E0101; Moji_Joho; MJ018579
78A4 E0102; Hanyo-Denshi; JTB684
78A4 E0102; Moji_Joho; MJ018580
78A7 E0100; Adobe-Japan1; CID+3611
78A8 E0100; Adobe-Japan1; CID+22084
78A9 E0100; Adobe-Japan1; CID+2685
78AA E0100; Adobe-Japan1; CID+5865
78AA E0101; Hanyo-Denshi; JA6684
78AA E0102; Hanyo-Denshi; TK01063950
78AC E0100; Adobe-Japan1; CID+22085
78AD E0100; Adobe-Japan1; CID+17010
78AF E0100; Adobe-Japan1; CID+5866
78B0 E0100; Adobe-Japan1; CID+17008
78B0 E0101; Hanyo-Denshi; JB4791
78B0 E0101; Moji_Joho; MJ018593
78B0 E0102; Hanyo-Denshi; IB2523
78B0 E0102; Moji_Joho; MJ018592
78B1 E0100; Adobe-Japan1; CID+19607
78B2 E0100; Adobe-Japan1; CID+22086
78B3 E0100; Adobe-Japan1; CID+19608
78B5 E0100; Adobe-Japan1; CID+5864
78BA E0100; Adobe-Japan1; CID+1452
78BA E0101; Hanyo-Denshi; JA1946
78BA E0101; Moji_Joho; MJ018598
78BA E0102; Hanyo-Denshi; KS273100
78BA E0102; Moji_Joho; MJ018599
78BB E0100; Adobe-Japan1; CID+18223
78BB E0101; Hanyo-Denshi; JB4801
78BB E0102; Hanyo-Denshi; TK01064060
78BC E0100; Adobe-Japan1; CID+5872
78BD E0100; Adobe-Japan1; CID+22087
78BE E0100; Adobe-Japan1; CID+5871
78BF E0100; Adobe-Japan1; CID+22088
78C1 E0100; Adobe-Japan1; CID+2259
78C1 E0101; Hanyo-Denshi; JA2807
78C1 E0101; Moji_Joho; MJ018607
78C1 E0102; Hanyo-Denshi; KS272620
78C1 E0102; Moji_Joho; MJ018608
78C2 E0100; Hanyo-Denshi; IP78C2
78C2 E0101; Hanyo-Denshi; TK01064050
78C4 E0100; Hanyo-Denshi; IP78C4
78C4 E0101; Hanyo-Denshi; TK01064040
78C5 E0100; Adobe-Japan1; CID+5873
78C5 E0101; Hanyo-Denshi; JA6692
78C5 E0101; Moji_Joho; MJ018614
78C5 E0102; Hanyo-Denshi; KS272650
78C5 E0102; Moji_Joho; MJ018615
78C6 E0100; Adobe-Japan1; CID+5868
78C7 E0100; Adobe-Japan1; CID+22089
78C8 E0100; Adobe-Japan1; CID+14894
78C9 E0100; Adobe-Japan1; CID+19609
78CA E0100; Adobe-Japan1; CID+5874
78CB E0100; Adobe-Japan1; CID+5869
78CC E0100; Adobe-Japan1; CID+14895
78CC E0101; Hanyo-Denshi; JB4807
78CC E0101; Moji_Joho; MJ018622
78CC E0102; Hanyo-Denshi; IB2526
78CC E0102; Moji_Joho; MJ018623
78CD E0100; Hanyo-Denshi; IP78CD
78CD E0100; Moji_Joho; MJ018624
78CD E0101; Hanyo-Denshi; KS272630
78CD E0101; Moji_Joho; MJ018625
78CE E0100; Adobe-Japan1; CID+14896
78CF E0100; Hanyo-Denshi; IP78CF
78CF E0101; Hanyo-Denshi; TK01064020
78D0 E0100; Adobe-Japan1; CID+3436
78D1 E0100; Adobe-Japan1; CID+5867
78D2 E0100; Adobe-Japan1; CID+22090
78D3 E0100; Adobe-Japan1; CID+19610
78D3 E0101; Hanyo-Denshi; JB4810
78D3 E0101; Moji_Joho; MJ018633
78D3 E0102; Hanyo-Denshi; IB0763
78D3 E0102; Moji_Joho; MJ018632
78D4 E0100; Adobe-Japan1; CID+5870
78D4 E0101; Adobe-Japan1; CID+13570
78D4 E0102; Hanyo-Denshi; JA6689
78D4 E0102; Moji_Joho; MJ018635
78D4 E0103; Hanyo-Denshi; JTB689
78D4 E0103; Moji_Joho; MJ018634
78D4 E0104; Moji_Joho; MJ018636
78D4 E0105; Moji_Joho; MJ018637
78D5 E0100; Adobe-Japan1; CID+18224
78D6 E0100; Adobe-Japan1; CID+22091
78DA E0100; Adobe-Japan1; CID+5877
78DB E0100; Adobe-Japan1; CID+22092
78DF E0100; Adobe-Japan1; CID+22093
78E0 E0100; Adobe-Japan1; CID+14898
78E1 E0100; Adobe-Japan1; CID+14899
78E4 E0100; Adobe-Japan1; CID+14897
78E6 E0100; Adobe-Japan1; CID+18225
78E7 E0100; Adobe-Japan1; CID+5876
78E8 E0100; Adobe-Japan1; CID+3727
78E8 E0101; Adobe-Japan1; CID+14042
78E8 E0102; Hanyo-Denshi; JA4365
78E8 E0102; Moji_Joho; MJ018655
78E8 E0103; Hanyo-Denshi; JTB68C
78E8 E0103; Moji_Joho; MJ018654
78EA E0100; Adobe-Japan1; CID+22094
78EC E0100; Adobe-Japan1; CID+5875
78EF E0100; Adobe-Japan1; CID+1199
78EF E0101; Adobe-Japan1; CID+13643
78EF E0102; Hanyo-Denshi; JA1675
78EF E0102; Moji_Joho; MJ018661
78EF E0103; Hanyo-Denshi; KS273540
78EF E0103; Moji_Joho; MJ018662
78EF E0104; Hanyo-Denshi; JTC0ED
78EF E0104; Moji_Joho; MJ018663
78F2 E0100; Adobe-Japan1; CID+14900
78F3 E0100; Adobe-Japan1; CID+22095
78F4 E0100; Adobe-Japan1; CID+5879
78F6 E0100; Adobe-Japan1; CID+22096
78F7 E0100; Adobe-Japan1; CID+14901
78F7 E0101; Hanyo-Denshi; JB4824
78F7 E0101; Moji_Joho; MJ018672
78F7 E0102; Hanyo-Denshi; JTB691
78F7 E0102; Moji_Joho; MJ018671
78F9 E0100; Adobe-Japan1; CID+18226
